Sending_Country,Receiving_Country,Year,Value,Unit,Source,Region,Sending_Country_Code,Receiving_Country_Code,Sending_Country_GDP,Receiving_Country_GDP
Nicaragua,Costa Rica,2019,0.0,USD millions,Roland Kpodar (IMF),North America,NIC,CRI,13096.4372364148,64382.4941958393
Nicaragua,Costa Rica,2020,0.0,USD millions,Roland Kpodar (IMF),North America,NIC,CRI,12803.5299482066,61631.202097758105
Nicaragua,El Salvador,2018,0.0,USD millions,Roland Kpodar (IMF),North America,NIC,SLV,13487.142194608801,25166.3524355773
Nicaragua,El Salvador,2019,0.0,USD millions,Roland Kpodar (IMF),North America,NIC,SLV,13096.4372364148,25779.7751265993
Nicaragua,El Salvador,2020,0.0,USD millions,Roland Kpodar (IMF),North America,NIC,SLV,12803.5299482066,23744.951345511003
Nicaragua,Mexico,2018,0.0,USD millions,Roland Kpodar (IMF),North America,NIC,MEX,13487.142194608801,1282719.19448245
Nicaragua,Mexico,2019,0.0,USD millions,Roland Kpodar (IMF),North America,NIC,MEX,13096.4372364148,1277682.0779986398
Nicaragua,Mexico,2020,0.0,USD millions,Roland Kpodar (IMF),North America,NIC,MEX,12803.5299482066,1170944.07556206
Nicaragua,Panama,2018,0.0,USD millions,Roland Kpodar (IMF),North America,NIC,PAN,13487.142194608801,64083.52954879429
Nicaragua,Panama,2019,0.0,USD millions,Roland Kpodar (IMF),North America,NIC,PAN,13096.4372364148,66072.0849746328
Nicaragua,Panama,2020,0.0,USD millions,Roland Kpodar (IMF),North America,NIC,PAN,12803.5299482066,54297.2267656596
Nicaragua,Spain,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,NIC,ESP,13487.142194608801,1307871.70170125
Nicaragua,Spain,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,NIC,ESP,13096.4372364148,1333521.40043269
Nicaragua,Spain,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,NIC,ESP,12803.5299482066,1187633.21729202
Nicaragua,United States,2018,0.0,USD millions,Roland Kpodar (IMF),North America,NIC,USA,13487.142194608801,19651869.1175825
Nicaragua,United States,2019,0.0,USD millions,Roland Kpodar (IMF),North America,NIC,USA,13096.4372364148,20159639.089698102
Nicaragua,United States,2020,0.0,USD millions,Roland Kpodar (IMF),North America,NIC,USA,12803.5299482066,19723580.2219382
Pakistan,Australia,2018,0.0,USD millions,Roland Kpodar (IMF),Oceania,PAK,AUS,354390.697428203,1461119.01624431
Pakistan,Australia,2019,0.0,USD millions,Roland Kpodar (IMF),Oceania,PAK,AUS,363242.09036164696,1492847.87402389
Pakistan,Australia,2020,0.0,USD millions,Roland Kpodar (IMF),Oceania,PAK,AUS,358614.068499253,1491062.56626652
Pakistan,Bahrain,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,BHR,354390.697428203,36164.0445881584
Pakistan,Bahrain,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,BHR,363242.09036164696,36906.448210906405
Pakistan,Bahrain,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,BHR,358614.068499253,34724.7741043146
Pakistan,Belgium,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,BEL,354390.697428203,482317.238282145
Pakistan,Belgium,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,BEL,363242.09036164696,494099.71808056894
Pakistan,Belgium,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,BEL,358614.068499253,470417.598101755
Pakistan,Canada,2018,0.0,USD millions,Roland Kpodar (IMF),North America,PAK,CAN,354390.697428203,1664832.88787371
Pakistan,Canada,2019,0.0,USD millions,Roland Kpodar (IMF),North America,PAK,CAN,363242.09036164696,1696605.0905518401
Pakistan,Canada,2020,0.0,USD millions,Roland Kpodar (IMF),North America,PAK,CAN,358614.068499253,1611126.16562503
Pakistan,Denmark,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,DNK,354390.697428203,326500.781502599
Pakistan,Denmark,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,DNK,363242.09036164696,332088.518944146
Pakistan,Denmark,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,DNK,358614.068499253,326176.991232295
Pakistan,France,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,FRA,354390.697428203,2556210.83276002
Pakistan,France,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,FRA,363242.09036164696,2608036.6389061203
Pakistan,France,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,FRA,358614.068499253,2413981.86767636
Pakistan,Germany,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,DEU,354390.697428203,3637409.36550255
Pakistan,Germany,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,DEU,363242.09036164696,3673343.09074263
Pakistan,Germany,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,DEU,358614.068499253,3522914.6397119197
Pakistan,Greece,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,GRC,354390.697428203,201445.88043467002
Pakistan,Greece,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,GRC,363242.09036164696,206033.167050895
Pakistan,Greece,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,GRC,358614.068499253,187085.880047738
Pakistan,Ireland,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,IRL,354390.697428203,362262.415222656
Pakistan,Ireland,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,IRL,363242.09036164696,380522.43325409497
Pakistan,Ireland,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,IRL,358614.068499253,407759.843938039
Pakistan,Italy,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,ITA,354390.697428203,1913894.03892683
Pakistan,Italy,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,ITA,363242.09036164696,1922107.75507816
Pakistan,Italy,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,ITA,358614.068499253,1751650.98723543
Pakistan,Japan,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,JPN,354390.697428203,4582763.01147855
Pakistan,Japan,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,JPN,363242.09036164696,4564332.55009638
Pakistan,Japan,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,JPN,358614.068499253,4374056.27182401
Pakistan,Kuwait,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,KWT,354390.697428203,115463.874741243
Pakistan,Kuwait,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,KWT,363242.09036164696,118077.765457421
Pakistan,Kuwait,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,KWT,358614.068499253,112389.02689049201
Pakistan,Malaysia,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,MYS,354390.697428203,349191.778300005
Pakistan,Malaysia,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,MYS,363242.09036164696,364602.26593614003
Pakistan,Malaysia,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,MYS,358614.068499253,344706.479641244
Pakistan,Netherlands,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,NLD,354390.697428203,835096.710412613
Pakistan,Netherlands,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,NLD,363242.09036164696,854304.699526719
Pakistan,Netherlands,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,NLD,358614.068499253,821260.592382701
Pakistan,Norway,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,NOR,354390.697428203,405690.399924369
Pakistan,Norway,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,NOR,363242.09036164696,410249.333418695
Pakistan,Norway,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,NOR,358614.068499253,405005.642242722
Pakistan,Oman,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,OMN,354390.697428203,84001.7274162074
Pakistan,Oman,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,OMN,363242.09036164696,83053.6519854157
Pakistan,Oman,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,OMN,358614.068499253,80246.67066085809
Pakistan,Qatar,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,QAT,354390.697428203,166227.18573026502
Pakistan,Qatar,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,QAT,363242.09036164696,167371.229300128
Pakistan,Qatar,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,QAT,358614.068499253,161416.82376897198
Pakistan,Saudi Arabia,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,SAU,354390.697428203,736593.549189516
Pakistan,Saudi Arabia,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,SAU,363242.09036164696,748758.8600457901
Pakistan,Saudi Arabia,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,SAU,358614.068499253,720270.347023098
Pakistan,Spain,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,ESP,354390.697428203,1307871.70170125
Pakistan,Spain,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,ESP,363242.09036164696,1333521.40043269
Pakistan,Spain,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,ESP,358614.068499253,1187633.21729202
Pakistan,Sweden,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,SWE,354390.697428203,532808.626903279
Pakistan,Sweden,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,SWE,363242.09036164696,546393.3707211161
Pakistan,Sweden,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,SWE,358614.068499253,535436.339440588
Pakistan,Switzerland,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,CHE,354390.697428203,738674.254331744
Pakistan,Switzerland,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,CHE,363242.09036164696,747109.7827557939
Pakistan,Switzerland,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,CHE,358614.068499253,731108.655210761
Pakistan,United Arab Emirates,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,ARE,354390.697428203,398914.879874988
Pakistan,United Arab Emirates,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,ARE,363242.09036164696,403336.245504457
Pakistan,United Arab Emirates,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PAK,ARE,358614.068499253,383342.65633337403
Pakistan,United Kingdom,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,GBR,354390.697428203,3106499.2432324397
Pakistan,United Kingdom,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,GBR,363242.09036164696,3156963.55241756
Pakistan,United Kingdom,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PAK,GBR,358614.068499253,2831893.57701153
Pakistan,United States,2018,0.0,USD millions,Roland Kpodar (IMF),North America,PAK,USA,354390.697428203,19651869.1175825
Pakistan,United States,2019,0.0,USD millions,Roland Kpodar (IMF),North America,PAK,USA,363242.09036164696,20159639.089698102
Pakistan,United States,2020,0.0,USD millions,Roland Kpodar (IMF),North America,PAK,USA,358614.068499253,19723580.2219382
Paraguay,Argentina,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America,PRY,ARG,40841.122661179004,583118.120294002
Paraguay,Argentina,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America,PRY,ARG,40677.000526589996,571450.7372244421
Paraguay,Argentina,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America,PRY,ARG,40343.5364187875,514874.34376806597
Paraguay,Brazil,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America,PRY,BRA,40841.122661179004,1797736.84496916
Paraguay,Brazil,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America,PRY,BRA,40677.000526589996,1819683.21769938
Paraguay,Brazil,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America,PRY,BRA,40343.5364187875,1760056.58779546
Paraguay,Chile,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America,PRY,CHL,40841.122661179004,260027.117802785
Paraguay,Chile,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America,PRY,CHL,40677.000526589996,261676.645417276
Paraguay,Chile,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America,PRY,CHL,40343.5364187875,245600.606668884
Paraguay,France,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PRY,FRA,40841.122661179004,2556210.83276002
Paraguay,France,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PRY,FRA,40677.000526589996,2608036.6389061203
Paraguay,France,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PRY,FRA,40343.5364187875,2413981.86767636
Paraguay,Germany,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PRY,DEU,40841.122661179004,3637409.36550255
Paraguay,Germany,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PRY,DEU,40677.000526589996,3673343.09074263
Paraguay,Germany,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PRY,DEU,40343.5364187875,3522914.6397119197
Paraguay,Italy,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PRY,ITA,40841.122661179004,1913894.03892683
Paraguay,Italy,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PRY,ITA,40677.000526589996,1922107.75507816
Paraguay,Italy,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PRY,ITA,40343.5364187875,1751650.98723543
Paraguay,Japan,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PRY,JPN,40841.122661179004,4582763.01147855
Paraguay,Japan,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PRY,JPN,40677.000526589996,4564332.55009638
Paraguay,Japan,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PRY,JPN,40343.5364187875,4374056.27182401
Paraguay,Spain,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PRY,ESP,40841.122661179004,1307871.70170125
Paraguay,Spain,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PRY,ESP,40677.000526589996,1333521.40043269
Paraguay,Spain,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PRY,ESP,40343.5364187875,1187633.21729202
Paraguay,United States,2018,0.0,USD millions,Roland Kpodar (IMF),North America,PRY,USA,40841.122661179004,19651869.1175825
Paraguay,United States,2019,0.0,USD millions,Roland Kpodar (IMF),North America,PRY,USA,40677.000526589996,20159639.089698102
Paraguay,United States,2020,0.0,USD millions,Roland Kpodar (IMF),North America,PRY,USA,40343.5364187875,19723580.2219382
Philippines,Afghanistan,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,AFG,373379.140695818,20323.4990203639
Philippines,Afghanistan,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,AFG,396224.43923664204,21118.4737023471
Philippines,Afghanistan,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,AFG,358510.629276391,20621.9571252077
Philippines,Albania,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,ALB,373379.140695818,12761.7857031071
Philippines,Albania,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,ALB,396224.43923664204,13025.0074748895
Philippines,Albania,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,ALB,358510.629276391,12593.390460142
Philippines,Algeria,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,DZA,373379.140695818,200496.402625853
Philippines,Algeria,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,DZA,396224.43923664204,202300.87024792001
Philippines,Algeria,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,DZA,358510.629276391,192185.826737373
Philippines,Andorra,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,AND,373379.140695818,2949.5180946789596
Philippines,Andorra,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,AND,396224.43923664204,3008.96703698289
Philippines,Andorra,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,AND,358510.629276391,2672.44597088657
Philippines,Angola,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,AGO,373379.140695818,86872.9660328735
Philippines,Angola,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,AGO,396224.43923664204,86262.8806849456
Philippines,Angola,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,AGO,358510.629276391,81399.1942507301
Philippines,Argentina,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America,PHL,ARG,373379.140695818,583118.120294002
Philippines,Argentina,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America,PHL,ARG,396224.43923664204,571450.7372244421
Philippines,Argentina,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America,PHL,ARG,358510.629276391,514874.34376806597
Philippines,Armenia,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,ARM,373379.140695818,11958.638938496
Philippines,Armenia,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,ARM,396224.43923664204,12867.4954976469
Philippines,Armenia,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,ARM,358510.629276391,11941.0358219185
Philippines,Aruba,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America,PHL,ABW,373379.140695818,3303.62792955249
Philippines,Aruba,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America,PHL,ABW,396224.43923664204,3229.8763512533496
Philippines,Aruba,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America,PHL,ABW,358510.629276391,2383.26696891162
Philippines,Australia,2018,0.0,USD millions,Roland Kpodar (IMF),Oceania,PHL,AUS,373379.140695818,1461119.01624431
Philippines,Australia,2019,0.0,USD millions,Roland Kpodar (IMF),Oceania,PHL,AUS,396224.43923664204,1492847.87402389
Philippines,Australia,2020,0.0,USD millions,Roland Kpodar (IMF),Oceania,PHL,AUS,358510.629276391,1491062.56626652
Philippines,Austria,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,AUT,373379.140695818,406235.924915185
Philippines,Austria,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,AUT,396224.43923664204,413365.268699049
Philippines,Austria,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,AUT,358510.629276391,387247.796560501
Philippines,Azerbaijan,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,AZE,373379.140695818,52302.373072286595
Philippines,Azerbaijan,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,AZE,396224.43923664204,53599.371992657
Philippines,Azerbaijan,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,AZE,358510.629276391,51348.7553777597
Philippines,Bahamas. The,2018,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,BHS,373379.140695818,12385.290297053
Philippines,Bahamas. The,2019,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,BHS,396224.43923664204,12281.371357681299
Philippines,Bahamas. The,2020,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,BHS,358510.629276391,9814.09845091068
Philippines,Bahrain,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,BHR,373379.140695818,36164.0445881584
Philippines,Bahrain,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,BHR,396224.43923664204,36906.448210906405
Philippines,Bahrain,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,BHR,358510.629276391,34724.7741043146
Philippines,Bangladesh,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,BGD,373379.140695818,239111.739541452
Philippines,Bangladesh,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,BGD,396224.43923664204,257958.323968613
Philippines,Bangladesh,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,BGD,358510.629276391,266852.772253895
Philippines,Barbados,2018,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,BRB,373379.140695818,5326.45113348749
Philippines,Barbados,2019,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,BRB,396224.43923664204,5361.2107768654605
Philippines,Barbados,2020,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,BRB,358510.629276391,4554.114648023639
Philippines,Belarus,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,BLR,373379.140695818,58198.7290408946
Philippines,Belarus,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,BLR,396224.43923664204,59040.5477446036
Philippines,Belarus,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,BLR,358510.629276391,58643.3566216418
Philippines,Belgium,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,BEL,373379.140695818,482317.238282145
Philippines,Belgium,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,BEL,396224.43923664204,494099.71808056894
Philippines,Belgium,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,BEL,358510.629276391,470417.598101755
Philippines,Belize,2018,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,BLZ,373379.140695818,2178.39477326969
Philippines,Belize,2019,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,BLZ,396224.43923664204,2271.36075235822
Philippines,Belize,2020,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,BLZ,358510.629276391,1955.57550971701
Philippines,Benin,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,BEN,373379.140695818,13268.8123026618
Philippines,Benin,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,BEN,396224.43923664204,14179.8073746843
Philippines,Benin,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,BEN,358510.629276391,14725.5587232985
Philippines,Bermuda,2018,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,BMU,373379.140695818,6819.90598464909
Philippines,Bermuda,2019,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,BMU,396224.43923664204,6840.8503565784795
Philippines,Bermuda,2020,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,BMU,358510.629276391,6373.786302281591
Philippines,Bhutan,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,BTN,373379.140695818,2507.62261654362
Philippines,Bhutan,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,BTN,396224.43923664204,2651.94002225787
